1, none, minecraft:the_void, MONSTER, decoration_delight:stool_entity, 20, 4, 4
1293, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1294, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1295, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1296, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1297, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1298, ocean, minecraft:warm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1299, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1300, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1301, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1302, ocean, minecraft:warm_ocean, MONSTER, eidolon:wraith, 60, 1, 3
1303, ocean, minecraft:warm_ocean, MONSTER, caverns_and_chasms:mime, 80, 1, 1
1304, ocean, minecraft:warm_ocean, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1305, ocean, minecraft:warm_ocean, MONSTER, eidolon:zombie_brute, 60, 1, 3
1306, ocean, minecraft:warm_ocean, MONSTER, decoration_delight:stool_entity, 20, 4, 4
1307, ocean, minecraft:warm_ocean, MONSTER, tconstruct:sky_slime, 80, 2, 4
1308, ocean, minecraft:warm_ocean, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
1309, ocean, minecraft:warm_ocean, MONSTER, goety:wraith, 20, 1, 1
1310, ocean, minecraft:warm_ocean, MONSTER, goety:warlock, 10, 1, 1
1311, ocean, minecraft:warm_ocean, MONSTER, quark:stoneling, 80, 1, 1
1312, ocean, minecraft:warm_ocean, MONSTER, quark:toretoise, 80, 2, 4
1313, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1314, ocean, minecraft:warm_ocean, AMBIENT, caverns_and_chasms:glare, 20, 1, 1
1315, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1316, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
1317, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1318, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
1319, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1320, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1321, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1322, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1323, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1324, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1325, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1326, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1327, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1328, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1329, ocean, minecraft:lukewarm_ocean, MONSTER, eidolon:wraith, 60, 1, 3
1330, ocean, minecraft:lukewarm_ocean, MONSTER, caverns_and_chasms:mime, 80, 1, 1
1331, ocean, minecraft:lukewarm_ocean, MONSTER, eidolon:zombie_brute, 60, 1, 3
1332, ocean, minecraft:lukewarm_ocean, MONSTER, decoration_delight:stool_entity, 20, 4, 4
1333, ocean, minecraft:lukewarm_ocean, MONSTER, tconstruct:sky_slime, 80, 2, 4
1334, ocean, minecraft:lukewarm_ocean, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
1335, ocean, minecraft:lukewarm_ocean, MONSTER, goety:wraith, 20, 1, 1
1336, ocean, minecraft:lukewarm_ocean, MONSTER, goety:warlock, 10, 1, 1
1337, ocean, minecraft:lukewarm_ocean, MONSTER, quark:stoneling, 80, 1, 1
1338, ocean, minecraft:lukewarm_ocean, MONSTER, quark:toretoise, 80, 2, 4
1339, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1340, ocean, minecraft:lukewarm_ocean, AMBIENT, caverns_and_chasms:glare, 20, 1, 1
1341, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1342, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
1343, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1344, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1345, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
1346, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1347, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1348, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1349, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1350, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1351, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1352, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1353, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1354, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1355, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1356, ocean, minecraft:deep_lukewarm_ocean, MONSTER, eidolon:wraith, 60, 1, 3
1357, ocean, minecraft:deep_lukewarm_ocean, MONSTER, caverns_and_chasms:mime, 80, 1, 1
1358, ocean, minecraft:deep_lukewarm_ocean, MONSTER, eidolon:zombie_brute, 60, 1, 3
1359, ocean, minecraft:deep_lukewarm_ocean, MONSTER, decoration_delight:stool_entity, 20, 4, 4
1360, ocean, minecraft:deep_lukewarm_ocean, MONSTER, tconstruct:sky_slime, 80, 2, 4
1361, ocean, minecraft:deep_lukewarm_ocean, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
1362, ocean, minecraft:deep_lukewarm_ocean, MONSTER, goety:wraith, 20, 1, 1
1363, ocean, minecraft:deep_lukewarm_ocean, MONSTER, goety:warlock, 10, 1, 1
1364, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:stoneling, 80, 1, 1
1365, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:toretoise, 80, 2, 4
1366, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1367, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, caverns_and_chasms:glare, 20, 1, 1
1368, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1369, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1370, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1371, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1372, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
1373, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1374, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
1375, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 4, 4
1376, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1377, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1378, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 4, 4
1379, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 4, 4
1380, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 5, 1, 4
1381, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
1382, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 10, 1, 1
1383, ocean, minecraft:ocean, MONSTER, eidolon:wraith, 60, 1, 3
1384, ocean, minecraft:ocean, MONSTER, caverns_and_chasms:mime, 80, 1, 1
1385, ocean, minecraft:ocean, MONSTER, eidolon:zombie_brute, 60, 1, 3
1386, ocean, minecraft:ocean, MONSTER, decoration_delight:stool_entity, 20, 4, 4
1387, ocean, minecraft:ocean, MONSTER, tconstruct:sky_slime, 80, 2, 4
1388, ocean, minecraft:ocean, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
1389, ocean, minecraft:ocean, MONSTER, goety:wraith, 20, 1, 1
1390, ocean, minecraft:ocean, MONSTER, goety:warlock, 10, 1, 1
1391, ocean, minecraft:ocean, MONSTER, quark:stoneling, 80, 1, 1
1392, ocean, minecraft:ocean, MONSTER, quark:toretoise, 80, 2, 4
1393, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
1394, ocean, minecraft:ocean, AMBIENT, caverns_and_chasms:glare, 20, 1, 1
1395, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1396, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1397, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1398, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1399, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider, 80, 4, 4
1400, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1401, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1402, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1403, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1404, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime, 80, 4, 4
1405, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1406, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch, 5, 1, 1
1407, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1408, ocean, minecraft:deep_ocean, MONSTER, eidolon:wraith, 60, 1, 3
1409, ocean, minecraft:deep_ocean, MONSTER, caverns_and_chasms:mime, 80, 1, 1
1410, ocean, minecraft:deep_ocean, MONSTER, eidolon:zombie_brute, 60, 1, 3
1411, ocean, minecraft:deep_ocean, MONSTER, decoration_delight:stool_entity, 20, 4, 4
1412, ocean, minecraft:deep_ocean, MONSTER, tconstruct:sky_slime, 80, 2, 4
1413, ocean, minecraft:deep_ocean, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
1414, ocean, minecraft:deep_ocean, MONSTER, goety:wraith, 20, 1, 1
1415, ocean, minecraft:deep_ocean, MONSTER, goety:warlock, 10, 1, 1
1416, ocean, minecraft:deep_ocean, MONSTER, quark:stoneling, 80, 1, 1
1417, ocean, minecraft:deep_ocean, MONSTER, quark:toretoise, 80, 2, 4
1418, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1419, ocean, minecraft:deep_ocean, AMBIENT, caverns_and_chasms:glare, 20, 1, 1
1420, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1421, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1422, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1423, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1424, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
1425, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1426, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1427, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1428, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1429, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
1430, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1431, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1432, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1433, ocean, minecraft:cold_ocean, MONSTER, eidolon:wraith, 60, 1, 3
1434, ocean, minecraft:cold_ocean, MONSTER, caverns_and_chasms:mime, 80, 1, 1
1435, ocean, minecraft:cold_ocean, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1436, ocean, minecraft:cold_ocean, MONSTER, eidolon:zombie_brute, 60, 1, 3
1437, ocean, minecraft:cold_ocean, MONSTER, decoration_delight:stool_entity, 20, 4, 4
1438, ocean, minecraft:cold_ocean, MONSTER, tconstruct:sky_slime, 80, 2, 4
1439, ocean, minecraft:cold_ocean, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
1440, ocean, minecraft:cold_ocean, MONSTER, goety:wraith, 20, 1, 1
1441, ocean, minecraft:cold_ocean, MONSTER, goety:warlock, 10, 1, 1
1442, ocean, minecraft:cold_ocean, MONSTER, quark:stoneling, 80, 1, 1
1443, ocean, minecraft:cold_ocean, MONSTER, quark:toretoise, 80, 2, 4
1444, ocean, minecraft:cold_ocean, CREATURE, eidolon:slimy_slug, 10, 2, 3
1445, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1446, ocean, minecraft:cold_ocean, AMBIENT, caverns_and_chasms:glare, 20, 1, 1
1447, ocean, minecraft:cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1448, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1449, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1450, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1451, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
1452, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1453, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1454, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1455, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1456, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
1457, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1458, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1459, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1460, ocean, minecraft:deep_cold_ocean, MONSTER, eidolon:wraith, 60, 1, 3
1461, ocean, minecraft:deep_cold_ocean, MONSTER, caverns_and_chasms:mime, 80, 1, 1
1462, ocean, minecraft:deep_cold_ocean, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1463, ocean, minecraft:deep_cold_ocean, MONSTER, eidolon:zombie_brute, 60, 1, 3
1464, ocean, minecraft:deep_cold_ocean, MONSTER, decoration_delight:stool_entity, 20, 4, 4
1465, ocean, minecraft:deep_cold_ocean, MONSTER, tconstruct:sky_slime, 80, 2, 4
1466, ocean, minecraft:deep_cold_ocean, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
1467, ocean, minecraft:deep_cold_ocean, MONSTER, goety:wraith, 20, 1, 1
1468, ocean, minecraft:deep_cold_ocean, MONSTER, goety:warlock, 10, 1, 1
1469, ocean, minecraft:deep_cold_ocean, MONSTER, quark:stoneling, 80, 1, 1
1470, ocean, minecraft:deep_cold_ocean, MONSTER, quark:toretoise, 80, 2, 4
1471, ocean, minecraft:deep_cold_ocean, CREATURE, eidolon:slimy_slug, 10, 2, 3
1472, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1473, ocean, minecraft:deep_cold_ocean, AMBIENT, caverns_and_chasms:glare, 20, 1, 1
1474, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1475, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1476, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1477, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1478, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
1479, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1480, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1481, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1482, ocean, minecraft:frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1483, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
1484, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1485, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1486, ocean, minecraft:frozen_ocean, MONSTER, eidolon:wraith, 60, 1, 3
1487, ocean, minecraft:frozen_ocean, MONSTER, graveyard:nightmare, 10, 1, 1
1488, ocean, minecraft:frozen_ocean, MONSTER, caverns_and_chasms:mime, 80, 1, 1
1489, ocean, minecraft:frozen_ocean, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1490, ocean, minecraft:frozen_ocean, MONSTER, eidolon:zombie_brute, 60, 1, 3
1491, ocean, minecraft:frozen_ocean, MONSTER, decoration_delight:stool_entity, 20, 4, 4
1492, ocean, minecraft:frozen_ocean, MONSTER, tconstruct:sky_slime, 80, 2, 4
1493, ocean, minecraft:frozen_ocean, MONSTER, savage_and_ravage:iceologer, 10, 1, 1
1494, ocean, minecraft:frozen_ocean, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
1495, ocean, minecraft:frozen_ocean, MONSTER, goety:wraith, 20, 1, 1
1496, ocean, minecraft:frozen_ocean, MONSTER, goety:warlock, 10, 1, 1
1497, ocean, minecraft:frozen_ocean, MONSTER, quark:stoneling, 80, 1, 1
1498, ocean, minecraft:frozen_ocean, MONSTER, quark:toretoise, 80, 2, 4
1499, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
1500, ocean, minecraft:frozen_ocean, CREATURE, ecologics:penguin, 10, 4, 5
1501, ocean, minecraft:frozen_ocean, CREATURE, eidolon:slimy_slug, 10, 2, 3
1502, ocean, minecraft:frozen_ocean, CREATURE, naturalist:bluejay, 10, 1, 4
1503, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1504, ocean, minecraft:frozen_ocean, AMBIENT, caverns_and_chasms:glare, 20, 1, 1
1505, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1506, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1507, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1508, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
1509, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1510, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1511, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1512, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1513, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
1514, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1515, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1516, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1517, ocean, minecraft:deep_frozen_ocean, MONSTER, eidolon:wraith, 60, 1, 3
1518, ocean, minecraft:deep_frozen_ocean, MONSTER, caverns_and_chasms:mime, 80, 1, 1
1519, ocean, minecraft:deep_frozen_ocean, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1520, ocean, minecraft:deep_frozen_ocean, MONSTER, eidolon:zombie_brute, 60, 1, 3
1521, ocean, minecraft:deep_frozen_ocean, MONSTER, decoration_delight:stool_entity, 20, 4, 4
1522, ocean, minecraft:deep_frozen_ocean, MONSTER, tconstruct:sky_slime, 80, 2, 4
1523, ocean, minecraft:deep_frozen_ocean, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
1524, ocean, minecraft:deep_frozen_ocean, MONSTER, goety:wraith, 20, 1, 1
1525, ocean, minecraft:deep_frozen_ocean, MONSTER, goety:warlock, 10, 1, 1
1526, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:stoneling, 80, 1, 1
1527, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:toretoise, 80, 2, 4
1528, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
1529, ocean, minecraft:deep_frozen_ocean, CREATURE, eidolon:slimy_slug, 10, 2, 3
1530, ocean, minecraft:deep_frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1531, ocean, minecraft:deep_frozen_ocean, AMBIENT, caverns_and_chasms:glare, 20, 1, 1
1532, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1533, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1534, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1535, none, minecraft:mushroom_fields, MONSTER, decoration_delight:stool_entity, 20, 4, 4
1536, none, minecraft:mushroom_fields, MONSTER, tconstruct:sky_slime, 80, 2, 4
1537, none, minecraft:mushroom_fields, MONSTER, quark:stoneling, 80, 1, 1
1538, none, minecraft:mushroom_fields, MONSTER, quark:toretoise, 80, 2, 4
1539, none, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 10, 4, 8
1540, none, minecraft:mushroom_fields, CREATURE, cnb:sporeling, 20, 3, 5
1541, none, minecraft:mushroom_fields, CREATURE, cnb:lizard, 10, 1, 4
1542, none, minecraft:mushroom_fields, CREATURE, naturalist:snail, 10, 2, 3
1543, none, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
1544, none, minecraft:mushroom_fields, AMBIENT, caverns_and_chasms:glare, 20, 1, 1
1545, none, minecraft:mushroom_fields, AMBIENT, naturalist:firefly, 10, 2, 3
1546, none, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1547, none, minecraft:dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
1548, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
1549, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
1550, none, minecraft:dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1551, none, minecraft:dripstone_caves, MONSTER, minecraft:creeper, 80, 4, 4
1552, none, minecraft:dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
1553, none, minecraft:dripstone_caves, MONSTER, minecraft:enderman, 5, 1, 4
1554, none, minecraft:dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
1555, none, minecraft:dripstone_caves, MONSTER, minecraft:drowned, 80, 4, 4
1556, none, minecraft:dripstone_caves, MONSTER, eidolon:wraith, 60, 1, 3
1557, none, minecraft:dripstone_caves, MONSTER, caverns_and_chasms:mime, 80, 1, 1
1558, none, minecraft:dripstone_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1559, none, minecraft:dripstone_caves, MONSTER, eidolon:zombie_brute, 60, 1, 3
1560, none, minecraft:dripstone_caves, MONSTER, decoration_delight:stool_entity, 20, 4, 4
1561, none, minecraft:dripstone_caves, MONSTER, tconstruct:sky_slime, 80, 2, 4
1562, none, minecraft:dripstone_caves, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
1563, none, minecraft:dripstone_caves, MONSTER, goety:wraith, 20, 1, 1
1564, none, minecraft:dripstone_caves, MONSTER, goety:warlock, 10, 1, 1
1565, none, minecraft:dripstone_caves, MONSTER, quark:stoneling, 80, 1, 1
1566, none, minecraft:dripstone_caves, MONSTER, quark:toretoise, 80, 2, 4
1567, none, minecraft:dripstone_caves, CREATURE, naturalist:snail, 10, 2, 3
1568, none, minecraft:dripstone_caves, AMBIENT, minecraft:bat, 10, 8, 8
1569, none, minecraft:dripstone_caves, AMBIENT, caverns_and_chasms:glare, 20, 1, 1
1570, none, minecraft:dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1571, none, minecraft:lush_caves, MONSTER, minecraft:spider, 80, 4, 4
1572, none, minecraft:lush_caves, MONSTER, minecraft:zombie, 80, 4, 4
1573, none, minecraft:lush_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
1574, none, minecraft:lush_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1575, none, minecraft:lush_caves, MONSTER, minecraft:creeper, 80, 4, 4
1576, none, minecraft:lush_caves, MONSTER, minecraft:slime, 80, 4, 4
1577, none, minecraft:lush_caves, MONSTER, minecraft:enderman, 5, 1, 4
1578, none, minecraft:lush_caves, MONSTER, minecraft:witch, 5, 1, 1
1579, none, minecraft:lush_caves, MONSTER, eidolon:wraith, 60, 1, 3
1580, none, minecraft:lush_caves, MONSTER, caverns_and_chasms:mime, 80, 1, 1
1581, none, minecraft:lush_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1582, none, minecraft:lush_caves, MONSTER, eidolon:zombie_brute, 60, 1, 3
1583, none, minecraft:lush_caves, MONSTER, decoration_delight:stool_entity, 20, 4, 4
1584, none, minecraft:lush_caves, MONSTER, tconstruct:sky_slime, 80, 2, 4
1585, none, minecraft:lush_caves, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
1586, none, minecraft:lush_caves, MONSTER, goety:wraith, 20, 1, 1
1587, none, minecraft:lush_caves, MONSTER, goety:warlock, 10, 1, 1
1588, none, minecraft:lush_caves, MONSTER, quark:stoneling, 80, 1, 1
1589, none, minecraft:lush_caves, MONSTER, quark:toretoise, 80, 2, 4
1590, none, minecraft:lush_caves, CREATURE, cnb:sporeling, 60, 3, 5
1591, none, minecraft:lush_caves, CREATURE, eidolon:slimy_slug, 10, 2, 3
1592, none, minecraft:lush_caves, CREATURE, eidolon:slimy_slug, 10, 2, 5
1593, none, minecraft:lush_caves, CREATURE, naturalist:snail, 10, 2, 3
1594, none, minecraft:lush_caves, AMBIENT, minecraft:bat, 10, 8, 8
1595, none, minecraft:lush_caves, AMBIENT, caverns_and_chasms:glare, 20, 1, 1
