1, none, minecraft:the_void, MONSTER, decoration_delight:stool_entity,20,4,4
1359, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton,80,4,4
1360, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:creeper,80,4,4
1361, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime,80,4,4
1362, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman,5,1,4
1363, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch,5,1,1
1364, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned,10,1,1
1365, ocean, minecraft:deep_lukewarm_ocean, MONSTER, eidolon:wraith,60,1,3
1366, ocean, minecraft:deep_lukewarm_ocean, MONSTER, caverns_and_chasms:mime,80,1,1
1367, ocean, minecraft:deep_lukewarm_ocean, MONSTER, eidolon:zombie_brute,60,1,3
1368, ocean, minecraft:deep_lukewarm_ocean, MONSTER, decoration_delight:stool_entity,20,4,4
1369, ocean, minecraft:deep_lukewarm_ocean, MONSTER, tconstruct:sky_slime,80,2,4
1370, ocean, minecraft:deep_lukewarm_ocean, MONSTER, savage_and_ravage:skeleton_villager,10,1,1
1371, ocean, minecraft:deep_lukewarm_ocean, MONSTER, goety:wraith,20,1,1
1372, ocean, minecraft:deep_lukewarm_ocean, MONSTER, goety:warlock,10,1,1
1373, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:stoneling,80,1,1
1374, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:toretoise,80,2,4
1375, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat,10,8,8
1376, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, caverns_and_chasms:glare,20,1,1
1377, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
1378, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid,10,1,4
1379, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin,10,1,2
1380, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod,10,3,6
1381, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish,10,1,3
1382, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish,25,8,8
1383, ocean, minecraft:ocean, MONSTER, minecraft:spider,80,4,4
1384, ocean, minecraft:ocean, MONSTER, minecraft:zombie,80,4,4
1385, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager,10,1,1
1386, ocean, minecraft:ocean, MONSTER, minecraft:skeleton,80,4,4
1387, ocean, minecraft:ocean, MONSTER, minecraft:creeper,80,4,4
1388, ocean, minecraft:ocean, MONSTER, minecraft:slime,80,4,4
1389, ocean, minecraft:ocean, MONSTER, minecraft:enderman,5,1,4
1390, ocean, minecraft:ocean, MONSTER, minecraft:witch,5,1,1
1391, ocean, minecraft:ocean, MONSTER, minecraft:drowned,10,1,1
1392, ocean, minecraft:ocean, MONSTER, eidolon:wraith,60,1,3
1393, ocean, minecraft:ocean, MONSTER, caverns_and_chasms:mime,80,1,1
1394, ocean, minecraft:ocean, MONSTER, eidolon:zombie_brute,60,1,3
1395, ocean, minecraft:ocean, MONSTER, decoration_delight:stool_entity,20,4,4
1396, ocean, minecraft:ocean, MONSTER, tconstruct:sky_slime,80,2,4
1397, ocean, minecraft:ocean, MONSTER, savage_and_ravage:skeleton_villager,10,1,1
1398, ocean, minecraft:ocean, MONSTER, goety:wraith,20,1,1
1399, ocean, minecraft:ocean, MONSTER, goety:warlock,10,1,1
1400, ocean, minecraft:ocean, MONSTER, quark:stoneling,80,1,1
1401, ocean, minecraft:ocean, MONSTER, quark:toretoise,80,2,4
1402, ocean, minecraft:ocean, AMBIENT, minecraft:bat,10,8,8
1403, ocean, minecraft:ocean, AMBIENT, caverns_and_chasms:glare,20,1,1
1404, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
1405, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid,10,1,4
1406, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin,10,1,2
1407, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod,10,3,6
1408, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider,80,4,4
1409, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie,80,4,4
1410, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager,10,1,1
1411, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton,80,4,4
1412, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper,80,4,4
1413, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime,80,4,4
1414, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman,5,1,4
1415, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch,5,1,1
1416, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned,10,1,1
1417, ocean, minecraft:deep_ocean, MONSTER, eidolon:wraith,60,1,3
1418, ocean, minecraft:deep_ocean, MONSTER, caverns_and_chasms:mime,80,1,1
1419, ocean, minecraft:deep_ocean, MONSTER, eidolon:zombie_brute,60,1,3
1420, ocean, minecraft:deep_ocean, MONSTER, decoration_delight:stool_entity,20,4,4
1421, ocean, minecraft:deep_ocean, MONSTER, tconstruct:sky_slime,80,2,4
1422, ocean, minecraft:deep_ocean, MONSTER, savage_and_ravage:skeleton_villager,10,1,1
1423, ocean, minecraft:deep_ocean, MONSTER, goety:wraith,20,1,1
1424, ocean, minecraft:deep_ocean, MONSTER, goety:warlock,10,1,1
1425, ocean, minecraft:deep_ocean, MONSTER, quark:stoneling,80,1,1
1426, ocean, minecraft:deep_ocean, MONSTER, quark:toretoise,80,2,4
1427, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat,10,8,8
1428, ocean, minecraft:deep_ocean, AMBIENT, caverns_and_chasms:glare,20,1,1
1429, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
1430, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid,10,1,4
1431, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin,10,1,2
1432, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod,10,3,6
1433, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider,80,4,4
1434, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie,80,4,4
1435, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager,10,1,1
1436, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton,80,4,4
1437, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper,80,4,4
1438, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime,80,4,4
1439, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman,5,1,4
1440, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch,5,1,1
1441, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned,10,1,1
1442, ocean, minecraft:cold_ocean, MONSTER, eidolon:wraith,60,1,3
1443, ocean, minecraft:cold_ocean, MONSTER, caverns_and_chasms:mime,80,1,1
1444, ocean, minecraft:cold_ocean, MONSTER, graveyard:skeleton_creeper,25,1,4
1445, ocean, minecraft:cold_ocean, MONSTER, eidolon:zombie_brute,60,1,3
1446, ocean, minecraft:cold_ocean, MONSTER, decoration_delight:stool_entity,20,4,4
1447, ocean, minecraft:cold_ocean, MONSTER, tconstruct:sky_slime,80,2,4
1448, ocean, minecraft:cold_ocean, MONSTER, savage_and_ravage:skeleton_villager,10,1,1
1449, ocean, minecraft:cold_ocean, MONSTER, goety:wraith,20,1,1
1450, ocean, minecraft:cold_ocean, MONSTER, goety:warlock,10,1,1
1451, ocean, minecraft:cold_ocean, MONSTER, quark:stoneling,80,1,1
1452, ocean, minecraft:cold_ocean, MONSTER, quark:toretoise,80,2,4
1453, ocean, minecraft:cold_ocean, CREATURE, eidolon:slimy_slug,10,2,3
1454, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat,10,8,8
1455, ocean, minecraft:cold_ocean, AMBIENT, caverns_and_chasms:glare,20,1,1
1456, ocean, minecraft:cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
1457, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid,10,1,4
1458, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod,15,3,6
1459, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon,15,1,5
1460, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider,80,4,4
1461, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie,80,4,4
1462, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager,10,1,1
1463, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton,80,4,4
1464, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper,80,4,4
1465, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime,80,4,4
1466, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman,5,1,4
1467, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch,5,1,1
1468, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned,10,1,1
1469, ocean, minecraft:deep_cold_ocean, MONSTER, eidolon:wraith,60,1,3
1470, ocean, minecraft:deep_cold_ocean, MONSTER, caverns_and_chasms:mime,80,1,1
1471, ocean, minecraft:deep_cold_ocean, MONSTER, graveyard:skeleton_creeper,25,1,4
1472, ocean, minecraft:deep_cold_ocean, MONSTER, eidolon:zombie_brute,60,1,3
1473, ocean, minecraft:deep_cold_ocean, MONSTER, decoration_delight:stool_entity,20,4,4
1474, ocean, minecraft:deep_cold_ocean, MONSTER, tconstruct:sky_slime,80,2,4
1475, ocean, minecraft:deep_cold_ocean, MONSTER, savage_and_ravage:skeleton_villager,10,1,1
1476, ocean, minecraft:deep_cold_ocean, MONSTER, goety:wraith,20,1,1
1477, ocean, minecraft:deep_cold_ocean, MONSTER, goety:warlock,10,1,1
1478, ocean, minecraft:deep_cold_ocean, MONSTER, quark:stoneling,80,1,1
1479, ocean, minecraft:deep_cold_ocean, MONSTER, quark:toretoise,80,2,4
1480, ocean, minecraft:deep_cold_ocean, CREATURE, eidolon:slimy_slug,10,2,3
1481, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat,10,8,8
1482, ocean, minecraft:deep_cold_ocean, AMBIENT, caverns_and_chasms:glare,20,1,1
1483, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
1484, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid,10,1,4
1485, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod,15,3,6
1486, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon,15,1,5
1487, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider,80,4,4
1488, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie,80,4,4
1489, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager,10,1,1
1490, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton,80,4,4
1491, ocean, minecraft:frozen_ocean, MONSTER, minecraft:creeper,80,4,4
1492, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime,80,4,4
1493, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman,5,1,4
1494, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned,10,1,1
1495, ocean, minecraft:frozen_ocean, MONSTER, eidolon:wraith,60,1,3
1496, ocean, minecraft:frozen_ocean, MONSTER, graveyard:nightmare,10,1,1
1497, ocean, minecraft:frozen_ocean, MONSTER, caverns_and_chasms:mime,80,1,1
1498, ocean, minecraft:frozen_ocean, MONSTER, graveyard:skeleton_creeper,25,1,4
1499, ocean, minecraft:frozen_ocean, MONSTER, eidolon:zombie_brute,60,1,3
1500, ocean, minecraft:frozen_ocean, MONSTER, decoration_delight:stool_entity,20,4,4
1501, ocean, minecraft:frozen_ocean, MONSTER, tconstruct:sky_slime,80,2,4
1502, ocean, minecraft:frozen_ocean, MONSTER, savage_and_ravage:iceologer,10,1,1
1503, ocean, minecraft:frozen_ocean, MONSTER, savage_and_ravage:skeleton_villager,10,1,1
1504, ocean, minecraft:frozen_ocean, MONSTER, goety:wraith,20,1,1
1505, ocean, minecraft:frozen_ocean, MONSTER, goety:warlock,10,1,1
1506, ocean, minecraft:frozen_ocean, MONSTER, quark:stoneling,80,1,1
1507, ocean, minecraft:frozen_ocean, MONSTER, quark:toretoise,80,2,4
1508, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear,10,1,2
1509, ocean, minecraft:frozen_ocean, CREATURE, ecologics:penguin,10,4,5
1510, ocean, minecraft:frozen_ocean, CREATURE, eidolon:slimy_slug,10,2,3
1511, ocean, minecraft:frozen_ocean, CREATURE, naturalist:bluejay,10,1,4
1512, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat,10,8,8
1513, ocean, minecraft:frozen_ocean, AMBIENT, caverns_and_chasms:glare,20,1,1
1514, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
1515, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid,10,1,4
1516, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon,15,1,5
1517, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider,80,4,4
1518, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie,80,4,4
1519, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager,10,1,1
1520, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton,80,4,4
1521, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper,80,4,4
1522, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime,80,4,4
1523, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:enderman,5,1,4
1524, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:witch,5,1,1
1525, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned,10,1,1
1526, ocean, minecraft:deep_frozen_ocean, MONSTER, eidolon:wraith,60,1,3
1527, ocean, minecraft:deep_frozen_ocean, MONSTER, caverns_and_chasms:mime,80,1,1
1528, ocean, minecraft:deep_frozen_ocean, MONSTER, graveyard:skeleton_creeper,25,1,4
1529, ocean, minecraft:deep_frozen_ocean, MONSTER, eidolon:zombie_brute,60,1,3
1530, ocean, minecraft:deep_frozen_ocean, MONSTER, decoration_delight:stool_entity,20,4,4
1531, ocean, minecraft:deep_frozen_ocean, MONSTER, tconstruct:sky_slime,80,2,4
1532, ocean, minecraft:deep_frozen_ocean, MONSTER, savage_and_ravage:skeleton_villager,10,1,1
1533, ocean, minecraft:deep_frozen_ocean, MONSTER, goety:wraith,20,1,1
1534, ocean, minecraft:deep_frozen_ocean, MONSTER, goety:warlock,10,1,1
1535, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:stoneling,80,1,1
1536, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:toretoise,80,2,4
1537, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear,10,1,2
1538, ocean, minecraft:deep_frozen_ocean, CREATURE, eidolon:slimy_slug,10,2,3
1539, ocean, minecraft:deep_frozen_ocean, AMBIENT, minecraft:bat,10,8,8
1540, ocean, minecraft:deep_frozen_ocean, AMBIENT, caverns_and_chasms:glare,20,1,1
1541, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
1542, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid,10,1,4
1543, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:salmon,15,1,5
1544, none, minecraft:mushroom_fields, MONSTER, decoration_delight:stool_entity,20,4,4
1545, none, minecraft:mushroom_fields, MONSTER, tconstruct:sky_slime,80,2,4
1546, none, minecraft:mushroom_fields, MONSTER, quark:stoneling,80,1,1
1547, none, minecraft:mushroom_fields, MONSTER, quark:toretoise,80,2,4
1548, none, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom,10,4,8
1549, none, minecraft:mushroom_fields, CREATURE, cnb:sporeling,20,3,5
1550, none, minecraft:mushroom_fields, CREATURE, cnb:lizard,10,1,4
1551, none, minecraft:mushroom_fields, CREATURE, naturalist:snail,10,2,3
1552, none, minecraft:mushroom_fields, AMBIENT, minecraft:bat,10,8,8
1553, none, minecraft:mushroom_fields, AMBIENT, caverns_and_chasms:glare,20,1,1
1554, none, minecraft:mushroom_fields, AMBIENT, naturalist:firefly,10,2,3
1555, none, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
1556, none, minecraft:dripstone_caves, MONSTER, minecraft:spider,80,4,4
1557, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie,80,4,4
1558, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager,10,1,1
1559, none, minecraft:dripstone_caves, MONSTER, minecraft:skeleton,80,4,4
1560, none, minecraft:dripstone_caves, MONSTER, minecraft:creeper,80,4,4
1561, none, minecraft:dripstone_caves, MONSTER, minecraft:slime,80,4,4
1562, none, minecraft:dripstone_caves, MONSTER, minecraft:enderman,5,1,4
1563, none, minecraft:dripstone_caves, MONSTER, minecraft:witch,5,1,1
1564, none, minecraft:dripstone_caves, MONSTER, minecraft:drowned,80,4,4
1565, none, minecraft:dripstone_caves, MONSTER, eidolon:wraith,60,1,3
1566, none, minecraft:dripstone_caves, MONSTER, caverns_and_chasms:mime,80,1,1
1567, none, minecraft:dripstone_caves, MONSTER, graveyard:skeleton_creeper,25,1,4
1568, none, minecraft:dripstone_caves, MONSTER, eidolon:zombie_brute,60,1,3
1569, none, minecraft:dripstone_caves, MONSTER, decoration_delight:stool_entity,20,4,4
1570, none, minecraft:dripstone_caves, MONSTER, tconstruct:sky_slime,80,2,4
1571, none, minecraft:dripstone_caves, MONSTER, savage_and_ravage:skeleton_villager,10,1,1
1572, none, minecraft:dripstone_caves, MONSTER, goety:wraith,20,1,1
1573, none, minecraft:dripstone_caves, MONSTER, goety:warlock,10,1,1
1574, none, minecraft:dripstone_caves, MONSTER, quark:stoneling,80,1,1
1575, none, minecraft:dripstone_caves, MONSTER, quark:toretoise,80,2,4
1576, none, minecraft:dripstone_caves, CREATURE, naturalist:snail,10,2,3
1577, none, minecraft:dripstone_caves, AMBIENT, minecraft:bat,10,8,8
1578, none, minecraft:dripstone_caves, AMBIENT, caverns_and_chasms:glare,20,1,1
1579, none, minecraft:dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
1580, none, minecraft:lush_caves, MONSTER, minecraft:spider,80,4,4
1581, none, minecraft:lush_caves, MONSTER, minecraft:zombie,80,4,4
1582, none, minecraft:lush_caves, MONSTER, minecraft:zombie_villager,10,1,1
1583, none, minecraft:lush_caves, MONSTER, minecraft:skeleton,80,4,4
1584, none, minecraft:lush_caves, MONSTER, minecraft:creeper,80,4,4
1585, none, minecraft:lush_caves, MONSTER, minecraft:slime,80,4,4
1586, none, minecraft:lush_caves, MONSTER, minecraft:enderman,5,1,4
1587, none, minecraft:lush_caves, MONSTER, minecraft:witch,5,1,1
1588, none, minecraft:lush_caves, MONSTER, eidolon:wraith,60,1,3
1589, none, minecraft:lush_caves, MONSTER, caverns_and_chasms:mime,80,1,1
1590, none, minecraft:lush_caves, MONSTER, graveyard:skeleton_creeper,25,1,4
1591, none, minecraft:lush_caves, MONSTER, eidolon:zombie_brute,60,1,3
1592, none, minecraft:lush_caves, MONSTER, decoration_delight:stool_entity,20,4,4
1593, none, minecraft:lush_caves, MONSTER, tconstruct:sky_slime,80,2,4
1594, none, minecraft:lush_caves, MONSTER, savage_and_ravage:skeleton_villager,10,1,1
1595, none, minecraft:lush_caves, MONSTER, goety:wraith,20,1,1
1596, none, minecraft:lush_caves, MONSTER, goety:warlock,10,1,1
1597, none, minecraft:lush_caves, MONSTER, quark:stoneling,80,1,1
1598, none, minecraft:lush_caves, MONSTER, quark:toretoise,80,2,4
1599, none, minecraft:lush_caves, CREATURE, cnb:sporeling,60,3,5
1600, none, minecraft:lush_caves, CREATURE, eidolon:slimy_slug,10,2,3
1601, none, minecraft:lush_caves, CREATURE, eidolon:slimy_slug,10,2,5
1602, none, minecraft:lush_caves, CREATURE, naturalist:snail,10,2,3
1603, none, minecraft:lush_caves, AMBIENT, minecraft:bat,10,8,8
1604, none, minecraft:lush_caves, AMBIENT, caverns_and_chasms:glare,20,1,1
1605, none, minecraft:lush_caves, AXOLOTLS, minecraft:axolotl,10,4,6
1606, none, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
1607, none, minecraft:lush_caves, WATER_AMBIENT, minecraft:tropical_fish,25,8,8
1608, none, minecraft:deep_dark, MONSTER, decoration_delight:stool_entity,20,4,4
1609, none, minecraft:deep_dark, MONSTER, tconstruct:sky_slime,80,2,4
1610, none, minecraft:deep_dark, MONSTER, graveyard:reaper,10,2,3
1611, none, minecraft:deep_dark, MONSTER, quark:stoneling,80,1,1
1612, none, minecraft:deep_dark, MONSTER, quark:toretoise,80,2,4
1613, none, minecraft:deep_dark, CREATURE, naturalist:snail,10,2,3
1614, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast,50,4,4
1615, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin,80,4,4
1616, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube,10,4,4
1617, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman,5,4,4
1618, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin,15,4,4
1619, nether, minecraft:nether_wastes, MONSTER, cnb:sporeling,60,2,4
1620, nether, minecraft:nether_wastes, MONSTER, decoration_delight:stool_entity,20,4,4
1621, nether, minecraft:nether_wastes, MONSTER, quark:foxhound,30,1,2
1622, nether, minecraft:nether_wastes, CREATURE, minecraft:strider,60,1,2
1623, nether, minecraft:nether_wastes, CREATURE, cnb:cindershell,80,2,8
1624, nether, minecraft:warped_forest, MONSTER, minecraft:enderman,5,4,4
1625, nether, minecraft:warped_forest, MONSTER, cnb:sporeling,10,2,4
1626, nether, minecraft:warped_forest, MONSTER, decoration_delight:stool_entity,20,4,4
1627, nether, minecraft:warped_forest, MONSTER, minecraft:zombified_piglin,10,1,4
1628, nether, minecraft:warped_forest, MONSTER, minecraft:ghast,7,4,4
1629, nether, minecraft:warped_forest, CREATURE, minecraft:strider,60,1,2
1630, nether, minecraft:crimson_forest, MONSTER, minecraft:zombified_piglin,10,2,4
1631, nether, minecraft:crimson_forest, MONSTER, minecraft:hoglin,10,3,4
1632, nether, minecraft:crimson_forest, MONSTER, minecraft:piglin,10,3,4
1633, nether, minecraft:crimson_forest, MONSTER, cnb:sporeling,80,2,4
1634, nether, minecraft:crimson_forest, MONSTER, decoration_delight:stool_entity,20,4,4
1635, nether, minecraft:crimson_forest, MONSTER, minecraft:ghast,7,4,4
1636, nether, minecraft:crimson_forest, CREATURE, minecraft:strider,60,1,2
1637, nether, minecraft:soul_sand_valley, MONSTER, minecraft:skeleton,20,5,5
1638, nether, minecraft:soul_sand_valley, MONSTER, minecraft:ghast,50,4,4
1639, nether, minecraft:soul_sand_valley, MONSTER, minecraft:enderman,5,4,4
1640, nether, minecraft:soul_sand_valley, MONSTER, decoration_delight:stool_entity,20,4,4
1641, nether, minecraft:soul_sand_valley, MONSTER, goety:wraith,20,1,1
1642, nether, minecraft:soul_sand_valley, MONSTER, quark:foxhound,10,1,1
1643, nether, minecraft:soul_sand_valley, MONSTER, minecraft:zombified_piglin,10,1,4
1644, nether, minecraft:soul_sand_valley, CREATURE, minecraft:strider,60,1,2
1645, nether, minecraft:basalt_deltas, MONSTER, minecraft:ghast,40,1,1
1646, nether, minecraft:basalt_deltas, MONSTER, minecraft:magma_cube,80,2,5
1647, nether, minecraft:basalt_deltas, MONSTER, decoration_delight:stool_entity,20,4,4
1648, nether, minecraft:basalt_deltas, MONSTER, quark:foxhound,30,1,2
1649, nether, minecraft:basalt_deltas, MONSTER, minecraft:zombified_piglin,10,1,4
1650, nether, minecraft:basalt_deltas, CREATURE, minecraft:strider,60,1,2
1651, none, minecraft:the_end, MONSTER, minecraft:enderman,5,4,4
1652, none, minecraft:the_end, MONSTER, tconstruct:ender_slime,10,2,4
1653, none, minecraft:the_end, MONSTER, unusualend:undead_enderling,10,1,2
1654, none, minecraft:the_end, MONSTER, decoration_delight:stool_entity,20,4,4
1655, none, minecraft:end_highlands, MONSTER, minecraft:enderman,5,4,4
1656, none, minecraft:end_highlands, MONSTER, tconstruct:ender_slime,10,2,4
1657, none, minecraft:end_highlands, MONSTER, unusualend:ender_blob,10,1,2
1658, none, minecraft:end_highlands, MONSTER, decoration_delight:stool_entity,20,4,4
1659, none, minecraft:end_midlands, MONSTER, minecraft:enderman,5,4,4
1660, none, minecraft:end_midlands, MONSTER, tconstruct:ender_slime,10,2,4
1661, none, minecraft:end_midlands, MONSTER, unusualend:undead_enderling,10,1,2
1662, none, minecraft:end_midlands, MONSTER, decoration_delight:stool_entity,20,4,4
1663, none, minecraft:small_end_islands, MONSTER, minecraft:enderman,5,4,4
1664, none, minecraft:small_end_islands, MONSTER, tconstruct:ender_slime,10,2,4
1665, none, minecraft:small_end_islands, MONSTER, unusualend:undead_enderling,10,1,2
1666, none, minecraft:small_end_islands, MONSTER, decoration_delight:stool_entity,20,4,4
1667, none, minecraft:end_barrens, MONSTER, minecraft:enderman,5,4,4
1668, none, minecraft:end_barrens, MONSTER, tconstruct:ender_slime,10,2,4
1669, none, minecraft:end_barrens, MONSTER, unusualend:undead_enderling,10,1,2
1670, none, minecraft:end_barrens, MONSTER, decoration_delight:stool_entity,20,4,4
1671, none, terrablender:deferred_placeholder, MONSTER, decoration_delight:stool_entity,20,4,4
1672, none, terrablender:deferred_placeholder, MONSTER, quark:stoneling,80,1,1
1673, none, terrablender:deferred_placeholder, MONSTER, quark:toretoise,80,2,4
1674, none, blueprint:original_source_marker, MONSTER, decoration_delight:stool_entity,20,4,4
1675, none, blueprint:original_source_marker, MONSTER, quark:stoneling,80,1,1
1676, none, blueprint:original_source_marker, MONSTER, quark:toretoise,80,2,4
1677, none, environmental:marsh, MONSTER, minecraft:spider,80,4,4
1678, none, environmental:marsh, MONSTER, minecraft:zombie,80,4,4
1679, none, environmental:marsh, MONSTER, minecraft:zombie_villager,10,1,1
1680, none, environmental:marsh, MONSTER, minecraft:skeleton,80,4,4
1681, none, environmental:marsh, MONSTER, minecraft:creeper,80,4,4
1682, none, environmental:marsh, MONSTER, minecraft:slime,80,4,4
1683, none, environmental:marsh, MONSTER, minecraft:enderman,5,1,4
1684, none, environmental:marsh, MONSTER, minecraft:witch,5,1,1
1685, none, environmental:marsh, MONSTER, eidolon:wraith,60,1,3
1686, none, environmental:marsh, MONSTER, graveyard:nightmare,10,1,1
1687, none, environmental:marsh, MONSTER, graveyard:skeleton_creeper,25,1,4
1688, none, environmental:marsh, MONSTER, eidolon:zombie_brute,60,1,3
1689, none, environmental:marsh, MONSTER, decoration_delight:stool_entity,20,4,4
1690, none, environmental:marsh, MONSTER, tconstruct:sky_slime,80,2,4
1691, none, environmental:marsh, MONSTER, goety:wraith,20,1,1
1692, none, environmental:marsh, MONSTER, goety:warlock,10,1,1
